,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
1287,1287,0.0,0.6852,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'year', 'anniversary', 'covid', 'lockdown', 'time', 'remember']"
1288,1288,2.0,0.9278,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['rt', 'perhaps_another', 'lesson', 'covid', 'trust', 'people', 'make', 'career_work']"
1289,1289,0.0,0.9056,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['lockdown', 'strikes_lat', 'successfully_bagge', 'first', 'best_university']"
1290,1290,0.0,0.5832,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'year', 'first', 'day', 'national', 'lockdown', 'remember', 'life', 'lose', 'covid']"
1291,1291,2.0,0.8912,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['rt', 'perhaps_another', 'lesson', 'covid', 'trust', 'people', 'make', 'career_work', 'respond', 'health', 'challeng']"
1292,1292,0.0,0.9296,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['third', 'anniversary', 'start', 'covid', 'lockdown', 'very', 'own']"
1293,1293,0.0,0.4336,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['ve', 'see', 'various', 'report', 'many', 'life', 'save', 'locked_down', 'week']"
1294,1294,1.0,0.9442,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['economist', 'lead', 'university', 'assume', 'short', 'sharp', 'lockdown', 'eliminate', 'resurgence', 'risk']"
1295,1295,0.0,0.9377,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['destroy', 'action', 'demonetisation', 'flawed', 'gst', 'fail', 'lockdown', 'else']"
1296,1296,0.0,0.7674,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'third', 'anniversary', 'first', 'national', 'lockdown', 'cause', 'share', 'transformative', 'impact', 'cycling', 'walking', 'long', 'covid', 'recovery', 'inspire', 'video']"
1297,1297,1.0,0.9228,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['film', 'photo', 'capture', 'journey', 'son', 'migrant', 'exodus']"
1298,1298,0.0,0.9492,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'third', 'anniversary', 'covid', 'lockdown', 'acknowledge', 'dedicated_railway', 'colleague', 'kept_service']"
1299,1299,0.0,0.6852,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'year', 'anniversary', 'covid', 'lockdown', 'time', 'remember']"
1300,1300,0.0,0.6852,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'year', 'anniversary', 'covid', 'lockdown', 'time', 'remember']"
1301,1301,0.0,0.8346,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'year', 'first', 'day', 'covid', 'lockdown', 'covid', 'memorial_wall', 'feature', 'more', 'heart', 'represent', 'life', 'lose', 'covid']"
1302,1302,0.0,0.9298,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'year', 'first', 'launch_publication', 'look', 'challenge', 'covid']"
1303,1303,1.0,0.7541,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['chinese', 'virus', 'know', 'all', 'covid', 'world', 'so', 'confused', 'virus', 'people', 'try', 'talk', 'virus', 'lockdown', 'vaccination', 'destroy', 'bill', 'money', 'bank', 'safe', 'more', 'lockdown']"
1304,1304,0.0,0.9378,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'year', 'lockdown', 'also', 'year', 'stop', 'govt']"
1305,1305,0.0,0.4319,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['day', 'mark', 'rd', 'anniversary', 'covid', 'lockdown', 'country', 'world', 'evaluation']"
1306,1306,2.0,0.9568,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['perhaps_another', 'lesson', 'covid', 'trust', 'people', 'make', 'career_work', 'respond', 'health_challenge', 'remember', 'party', 'own_residence', 'lockdown', 'sridhar']"
1307,1307,0.0,0.5832,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'year', 'first', 'day', 'national', 'lockdown', 'remember', 'life', 'lose', 'covid']"
1308,1308,0.0,0.7194,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'third', 'anniversary', 'first', 'national', 'lockdown', 'cause', 'wright', 'share', 'long', 'covid', 'recovery', 'journey', 'hope', 'inspire', 'other', 'take', 'more', 'walk', 'cycle', 'natalie', 'story']"
1309,1309,0.0,0.7674,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'third', 'anniversary', 'first', 'national', 'lockdown', 'cause', 'share', 'transformative', 'impact', 'cycling', 'walking', 'long', 'covid', 'recovery', 'inspire', 'video']"
1310,1310,1.0,0.8001,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['share', 'impact', 'zerotating', 'learner', 'covid', 'lockdown', 'join', 'conversation', 'dgmt', 'zerorating']"
1311,1311,1.0,0.7384,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['first', 'begin', 'year', 'ago', 'today', 'lockdown', 'fail', 'mitigate', 'covid', 'lead', 'increase', 'loneliness', 'social_isolation', 'obesity', 'hypertension', 'miss', 'education', 'child', 'abuse', 'poverty', 'inequality', 'inflation', 'excess', 'mortality', 'sweden', 'didn', 'lock']"
1312,1312,0.0,0.9378,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'year', 'lockdown', 'also', 'year', 'stop', 'govt']"
1313,1313,2.0,0.9536,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['perhaps_another', 'lesson', 'covid', 'trust', 'people', 'make', 'career_work', 'respond', 'health_challenge', 'remember', 'party', 'own_residence', 'lockdown']"
1314,1314,0.0,0.5832,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'year', 'first', 'day', 'national', 'lockdown', 'remember', 'life', 'lose', 'covid']"
1315,1315,0.0,0.9377,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['destroy', 'action', 'demonetisation', 'flawed', 'gst', 'fail', 'lockdown', 'else']"
1316,1316,0.0,0.9378,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'year', 'lockdown', 'also', 'year', 'stop', 'govt']"
1317,1317,1.0,0.9441,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['economist', 'lead', 'university', 'assume', 'short', 'sharp', 'lockdown', 'eliminate', 'resurgence', 'risk']"
1318,1318,2.0,0.8316,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['perhaps_another', 'lesson', 'covid', 'trust', 'people', 'make', 'career_work', 'respond', 'health_challenge', 'remember', 'party', 'own_residence', 'lockdown', 'wise', 'word']"
1319,1319,1.0,0.9223,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['shocking_trail', 'bhumi_pednekar', 'film', 'covid', 'lockdown', 'migration_taken', 'series']"
1320,1320,0.0,0.9378,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'year', 'lockdown', 'also', 'year', 'stop', 'govt']"
1321,1321,0.0,0.6852,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'year', 'anniversary', 'covid', 'lockdown', 'time', 'remember']"
1322,1322,0.0,0.9056,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['lockdown', 'strikes_lat', 'successfully_bagge', 'first', 'best_university']"
1323,1323,0.0,0.6852,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'year', 'anniversary', 'covid', 'lockdown', 'time', 'remember']"
1324,1324,0.0,0.5832,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'year', 'first', 'day', 'national', 'lockdown', 'remember', 'life', 'lose', 'covid']"
1325,1325,0.0,0.6852,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'year', 'anniversary', 'covid', 'lockdown', 'time', 'remember']"
1326,1326,2.0,0.9536,"covid, lockdown, people, day, make, happen, post, mental, population, hlth","['perhaps_another', 'lesson', 'covid', 'trust', 'people', 'make', 'career_work', 'respond', 'health_challenge', 'remember', 'party', 'own_residence', 'lockdown']"
1327,1327,0.0,0.8046,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['tablet', 'magazine']"
1328,1328,3.0,0.8816,"covid, lockdown, former, party, boris_johnson, truth, speak, shoot, sheep, agenda_klausschw","['community_teste', 'border_control', 'limit_importe', 'cases_weren', 'even_considere']"
1329,1329,0.0,0.8483,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['boris_johnson', 'put', 'united_kingdom', 'first', 'national', 'lockdown', 'response', 'covid', 'otd', 'factsapp']"
1330,1330,0.0,0.8312,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['year', 'first', 'covid', 'lockdown', 'today', 'release', 'report', 'rebuilding_together', 'repo']"
1331,1331,1.0,0.8977,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['new', 'research', 'update', 'now', 'available']"
1332,1332,0.0,0.5832,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'year', 'first', 'day', 'national', 'lockdown', 'remember', 'life', 'lose', 'covid']"
1333,1333,1.0,0.8977,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['new', 'research', 'update', 'now', 'available']"
1334,1334,0.0,0.6596,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'third', 'anniversary', 'start', 'first', 'covid', 'lockdown', 'pause', 'remember', 'miss', 'grieve']"
1335,1335,0.0,0.9439,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['year', 'ago', 'today', 'boris_johnson', 'announce', 'first', 'lockdown', 'covid', 'pandemic']"
1336,1336,1.0,0.9641,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['film', 'photo', 'capture', 'journey', 'son', 'migrant', 'exodus', 'covid', 'lockdown', 'sahil', 'write', 'film', 'narrative', 'success', 'set', 'screen']"
1337,1337,0.0,0.5587,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['hard', 'believe', 'year', 'pass', 'first', 'covid', 'lockdown', 'begin', 'always', 'remember']"
1338,1338,0.0,0.6785,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'national', 'day', 'reflection', 'mark', 'third', 'anniversary', 'first', 'covid', 'lockdown', 'look']"
1339,1339,0.0,0.9492,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'third', 'anniversary', 'covid', 'lockdown', 'acknowledge', 'dedicated_railway', 'colleague', 'kept_service']"
1340,1340,0.0,0.5832,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'year', 'first', 'day', 'national', 'lockdown', 'remember', 'life', 'lose', 'covid']"
1341,1341,0.0,0.9056,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['lockdown', 'strikes_lat', 'successfully_bagge', 'first', 'best_university']"
1342,1342,0.0,0.8442,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['impact', 'covid', 'lockdown', 'liver', 'transplant', 'recipient', 'single', 'center', 'observational', 'study']"
1343,1343,1.0,0.54,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['announcement', 'trigger', 'lockdown', 'health', 'organization', 'declare', 'covid', 'pandemic', 'order', 'remain', 'mystery', 'so', 'many', 'lock', 'same', 'time']"
1344,1344,0.0,0.5187,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['mark', 'national', 'dayofreflection', 'resident', 'staff', 'oak', 'tree', 'hold', 'special', 'service', 'release', 'balloon', 'refle']"
1345,1345,0.0,0.5203,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['mark', 'national', 'dayofreflection', 'resident', 'staff', 'oak', 'tree', 'hold', 'special', 'service', 'release', 'balloon', 'reflect', 'life', 'lose', 'forever', 'change', 'covid', 'year', 'first', 'nationwide']"
1346,1346,0.0,0.9056,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['lockdown', 'strikes_lat', 'successfully_bagge', 'first', 'best_university']"
1347,1347,0.0,0.4843,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'national', 'reflection', 'day', 'third', 'anniversary', 'first', 'remember']"
1348,1348,1.0,0.7799,"lockdown, covid, amp, more, impact, mask, wear, inequality, expenditure_data, collected_by","['low', 'covid', 'death', 'rate', 'shun', 'most', 'lockdown', 'restriction']"
1349,1349,0.0,0.9298,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'year', 'first', 'launch_publication', 'look', 'challenge', 'covid']"
1350,1350,0.0,0.773,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['rd', 'anniversary', 'first', 'published_report', 'which_show', 'they_utilise']"
1351,1351,0.0,0.773,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['rd', 'anniversary', 'first', 'published_report', 'which_show', 'they_utilise']"
1352,1352,0.0,0.8539,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'year', 'first', 'lockdown', 'commemorate', 'just', 'launch', 'publication', 'explor']"
1353,1353,0.0,0.4336,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['ve', 'see', 'various', 'report', 'many', 'life', 'save', 'locked_down', 'week']"
1354,1354,0.0,0.773,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['rd', 'anniversary', 'first', 'published_report', 'which_show', 'they_utilise']"
1355,1355,0.0,0.9492,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'third', 'anniversary', 'covid', 'lockdown', 'acknowledge', 'dedicated_railway', 'colleague', 'kept_service']"
1356,1356,0.0,0.9492,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'third', 'anniversary', 'covid', 'lockdown', 'like', 'acknowledge', 'dedication', 'railway_col']"
1357,1357,0.0,0.5832,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['today', 'mark', 'year', 'first', 'day', 'national', 'lockdown', 'remember', 'life', 'lose', 'covid']"
1358,1358,0.0,0.773,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['rd', 'anniversary', 'first', 'published_report', 'which_show', 'they_utilise']"
1359,1359,0.0,0.7101,"lockdown, covid, year, first, support, today, anniversary, mark, third, pandemic","['human', 'here', 'hide', 'indomin', 'away', 'other', 'human', 'covid', 'lockdown']"
